state,market_size,profit,margin,sales,cogs,total_expanses,marketing,inventory,budget_profit,budget_cogs,budget_margin,budget_sales,product_id,date,category,product_name,type
California,Major Market,106.0,145.0,245.0,100.0,39.0,28.0,822.0,110.0,80.0,130.0,210.0,8,2010-04-01,Herbal Tea,Chamomile,Decaf
California,Major Market,150.0,139.0,249.0,95.0,38.0,26.0,799.0,100.0,80.0,120.0,200.0,8,2011-03-01,Herbal Tea,Chamomile,Decaf
California,Major Market,67.0,107.0,190.0,83.0,40.0,27.0,574.0,60.0,70.0,90.0,160.0,10,2010-06-01,Herbal Tea,Mint,Decaf
California,Major Market,101.0,107.0,202.0,83.0,39.0,27.0,613.0,60.0,70.0,90.0,160.0,10,2011-02-01,Herbal Tea,Mint,Decaf
California,Major Market,79.0,79.0,142.0,54.0,26.0,15.0,601.0,50.0,30.0,60.0,90.0,12,2011-12-01,Tea,Earl Grey,Regular
Texas,Major Market,159.0,245.0,452.0,207.0,86.0,64.0,965.0,220.0,260.0,300.0,560.0,2,2010-01-01,Coffee,Columbian,Regular
Texas,Major Market,279.0,284.0,559.0,241.0,96.0,74.0,1321.0,240.0,280.0,340.0,620.0,2,2011-12-01,Coffee,Columbian,Regular
Texas,Major Market,127.0,172.0,290.0,118.0,45.0,33.0,930.0,100.0,90.0,130.0,220.0,5,2010-11-01,Espresso,Caffe Mocha,Regular
Texas,Major Market,157.0,144.0,259.0,99.0,38.0,27.0,766.0,100.0,80.0,120.0,200.0,5,2011-02-01,Espresso,Caffe Mocha,Regular
Texas,Major Market,135.0,126.0,227.0,87.0,35.0,24.0,756.0,90.0,70.0,110.0,180.0,5,2011-03-01,Espresso,Caffe Mocha,Regular
Texas,Major Market,84.0,80.0,150.0,54.0,27.0,15.0,456.0,60.0,40.0,70.0,110.0,6,2011-01-01,Espresso,Decaf Espresso,Decaf
Texas,Major Market,137.0,136.0,228.0,94.0,34.0,26.0,562.0,90.0,80.0,110.0,190.0,6,2011-06-01,Espresso,Decaf Espresso,Decaf
Texas,Major Market,20.0,55.0,93.0,38.0,35.0,12.0,414.0,30.0,30.0,60.0,90.0,9,2010-06-01,Herbal Tea,Lemon,Decaf
Texas,Major Market,28.0,64.0,107.0,43.0,36.0,13.0,419.0,50.0,30.0,60.0,90.0,9,2010-10-01,Herbal Tea,Lemon,Decaf
Texas,Major Market,61.0,96.0,159.0,64.0,48.0,21.0,-161.0,50.0,50.0,80.0,130.0,4,2011-05-01,Espresso,Caffe Latte,Regular
Massachusetts,Major Market,367.0,422.0,494.0,72.0,55.0,23.0,558.0,360.0,60.0,400.0,460.0,2,2010-01-01,Coffee,Columbian,Regular
Massachusetts,Major Market,465.0,516.0,576.0,60.0,51.0,19.0,-2572.0,460.0,50.0,490.0,540.0,2,2010-09-01,Coffee,Columbian,Regular
Massachusetts,Major Market,572.0,422.0,553.0,72.0,58.0,23.0,558.0,360.0,60.0,400.0,460.0,2,2011-01-01,Coffee,Columbian,Regular
Massachusetts,Major Market,12.0,29.0,49.0,20.0,17.0,5.0,464.0,20.0,20.0,30.0,50.0,13,2010-05-01,Tea,Green Tea,Regular
Massachusetts,Major Market,10.0,26.0,44.0,18.0,16.0,5.0,478.0,20.0,10.0,30.0,40.0,13,2010-06-01,Tea,Green Tea,Regular
Massachusetts,Major Market,15.0,32.0,53.0,21.0,17.0,5.0,480.0,30.0,20.0,30.0,50.0,13,2010-10-01,Tea,Green Tea,Regular
Massachusetts,Major Market,-16.0,61.0,114.0,53.0,77.0,48.0,491.0,0.0,50.0,60.0,110.0,5,2010-05-01,Espresso,Caffe Mocha,Regular
Massachusetts,Major Market,-22.0,61.0,113.0,53.0,72.0,48.0,491.0,0.0,50.0,60.0,110.0,5,2011-05-01,Espresso,Caffe Mocha,Regular
Massachusetts,Major Market,10.0,72.0,110.0,39.0,60.0,36.0,560.0,20.0,30.0,70.0,100.0,5,2011-07-01,Espresso,Caffe Mocha,Regular
Massachusetts,Major Market,17.0,65.0,117.0,53.0,49.0,20.0,361.0,20.0,40.0,50.0,90.0,9,2011-05-01,Herbal Tea,Lemon,Decaf
Massachusetts,Major Market,16.0,34.0,57.0,23.0,18.0,6.0,868.0,30.0,20.0,40.0,60.0,11,2010-07-01,Tea,Darjeeling,Regular
Massachusetts,Major Market,42.0,47.0,84.0,32.0,19.0,8.0,813.0,40.0,30.0,50.0,80.0,11,2011-03-01,Tea,Darjeeling,Regular
Massachusetts,Major Market,22.0,34.0,56.0,23.0,17.0,6.0,868.0,30.0,20.0,40.0,60.0,11,2011-07-01,Tea,Darjeeling,Regular
Massachusetts,Major Market,82.0,146.0,291.0,145.0,64.0,40.0,1292.0,100.0,130.0,150.0,280.0,7,2010-08-01,Espresso,Regular Espresso,Regular
Massachusetts,Major Market,115.0,149.0,295.0,149.0,61.0,41.0,1245.0,100.0,140.0,150.0,290.0,7,2011-06-01,Espresso,Regular Espresso,Regular
Wisconsin,Small Market,23.0,82.0,149.0,67.0,59.0,25.0,391.0,30.0,70.0,80.0,150.0,1,2010-09-01,Coffee,Amaretto,Regular
Wisconsin,Small Market,23.0,72.0,129.0,58.0,51.0,22.0,338.0,20.0,60.0,70.0,130.0,1,2011-05-01,Coffee,Amaretto,Regular
Wisconsin,Small Market,29.0,77.0,139.0,63.0,52.0,23.0,397.0,30.0,60.0,80.0,140.0,1,2011-08-01,Coffee,Amaretto,Regular
Wisconsin,Small Market,22.0,70.0,134.0,56.0,55.0,21.0,385.0,50.0,40.0,80.0,120.0,1,2011-10-01,Coffee,Amaretto,Regular
Wisconsin,Small Market,16.0,130.0,223.0,93.0,114.0,84.0,692.0,40.0,90.0,140.0,230.0,2,2010-09-01,Coffee,Columbian,Regular
Wisconsin,Small Market,27.0,134.0,245.0,96.0,116.0,87.0,683.0,60.0,90.0,140.0,230.0,2,2011-10-01,Coffee,Columbian,Regular
Wisconsin,Small Market,51.0,103.0,180.0,77.0,52.0,25.0,432.0,60.0,80.0,100.0,180.0,3,2010-01-01,Coffee,Decaf Irish Cream,Decaf
Wisconsin,Small Market,50.0,103.0,180.0,77.0,53.0,25.0,423.0,60.0,80.0,100.0,180.0,3,2010-02-01,Coffee,Decaf Irish Cream,Decaf
Wisconsin,Small Market,55.0,108.0,188.0,80.0,53.0,26.0,415.0,70.0,80.0,110.0,190.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf
Wisconsin,Small Market,58.0,112.0,195.0,83.0,54.0,27.0,433.0,80.0,80.0,120.0,200.0,3,2010-04-01,Coffee,Decaf Irish Cream,Decaf
Wisconsin,Small Market,73.0,132.0,231.0,99.0,59.0,32.0,565.0,90.0,100.0,140.0,240.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf
Wisconsin,Small Market,79.0,103.0,201.0,77.0,55.0,25.0,432.0,60.0,80.0,100.0,180.0,3,2011-01-01,Coffee,Decaf Irish Cream,Decaf
Wisconsin,Small Market,86.0,114.0,212.0,85.0,56.0,28.0,555.0,70.0,90.0,110.0,200.0,3,2011-09-01,Coffee,Decaf Irish Cream,Decaf
Wisconsin,Small Market,85.0,112.0,208.0,83.0,55.0,27.0,575.0,70.0,80.0,110.0,190.0,3,2011-12-01,Coffee,Decaf Irish Cream,Decaf
Wisconsin,Small Market,38.0,81.0,150.0,69.0,43.0,21.0,965.0,50.0,80.0,90.0,170.0,5,2010-01-01,Espresso,Caffe Mocha,Regular
Wisconsin,Small Market,42.0,84.0,154.0,70.0,42.0,21.0,957.0,60.0,80.0,100.0,180.0,5,2010-02-01,Espresso,Caffe Mocha,Regular
Wisconsin,Small Market,53.0,99.0,182.0,83.0,46.0,25.0,1063.0,80.0,90.0,120.0,210.0,5,2010-09-01,Espresso,Caffe Mocha,Regular
Wisconsin,Small Market,61.0,84.0,165.0,71.0,43.0,22.0,950.0,60.0,80.0,100.0,180.0,5,2011-03-01,Espresso,Caffe Mocha,Regular
Wisconsin,Small Market,47.0,62.0,109.0,48.0,26.0,15.0,593.0,50.0,50.0,70.0,120.0,6,2011-06-01,Espresso,Decaf Espresso,Decaf
Wisconsin,Small Market,57.0,99.0,159.0,60.0,42.0,18.0,329.0,80.0,40.0,80.0,120.0,8,2010-10-01,Herbal Tea,Chamomile,Decaf
Wisconsin,Small Market,68.0,84.0,142.0,49.0,38.0,15.0,342.0,50.0,40.0,70.0,110.0,8,2011-04-01,Herbal Tea,Chamomile,Decaf
Wisconsin,Small Market,55.0,78.0,124.0,47.0,35.0,14.0,371.0,50.0,40.0,70.0,110.0,8,2011-06-01,Herbal Tea,Chamomile,Decaf
Wisconsin,Small Market,57.0,79.0,125.0,47.0,35.0,14.0,366.0,50.0,40.0,70.0,110.0,8,2011-08-01,Herbal Tea,Chamomile,Decaf
Wisconsin,Small Market,74.0,75.0,134.0,51.0,25.0,14.0,857.0,60.0,40.0,70.0,110.0,9,2011-09-01,Herbal Tea,Lemon,Decaf
Wisconsin,Small Market,38.0,77.0,129.0,52.0,39.0,16.0,376.0,40.0,40.0,70.0,110.0,11,2010-03-01,Tea,Darjeeling,Regular
Wisconsin,Small Market,3.0,90.0,155.0,65.0,87.0,58.0,513.0,10.0,50.0,80.0,130.0,12,2010-02-01,Tea,Earl Grey,Regular
Wisconsin,Small Market,1.0,87.0,150.0,63.0,86.0,57.0,521.0,10.0,50.0,80.0,130.0,12,2010-04-01,Tea,Earl Grey,Regular
Wisconsin,Small Market,-3.0,75.0,127.0,53.0,72.0,48.0,597.0,10.0,40.0,70.0,110.0,12,2011-06-01,Tea,Earl Grey,Regular
California,Major Market,245.0,387.0,645.0,258.0,142.0,90.0,2067.0,360.0,320.0,480.0,800.0,2,2010-02-01,Coffee,Columbian,Regular
California,Major Market,-142.0,-31.0,169.0,200.0,111.0,66.0,2393.0,-140.0,250.0,-40.0,210.0,3,2010-06-01,Coffee,Decaf Irish Cream,Decaf
California,Major Market,54.0,108.0,180.0,72.0,54.0,23.0,541.0,50.0,40.0,80.0,120.0,13,2010-03-01,Tea,Green Tea,Regular
California,Major Market,48.0,102.0,170.0,68.0,54.0,22.0,559.0,40.0,40.0,70.0,110.0,13,2010-04-01,Tea,Green Tea,Regular
California,Major Market,30.0,79.0,131.0,52.0,49.0,17.0,668.0,20.0,30.0,50.0,80.0,13,2010-07-01,Tea,Green Tea,Regular
California,Major Market,39.0,173.0,318.0,125.0,147.0,113.0,729.0,30.0,120.0,160.0,280.0,5,2011-04-01,Espresso,Caffe Mocha,Regular
California,Major Market,326.0,335.0,626.0,252.0,115.0,83.0,1316.0,220.0,240.0,320.0,560.0,6,2011-04-01,Espresso,Decaf Espresso,Decaf
California,Major Market,334.0,341.0,637.0,257.0,116.0,84.0,1662.0,240.0,230.0,320.0,550.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf
California,Major Market,157.0,145.0,261.0,100.0,39.0,28.0,822.0,110.0,80.0,130.0,210.0,8,2011-04-01,Herbal Tea,Chamomile,Decaf
California,Major Market,188.0,284.0,525.0,241.0,96.0,74.0,1321.0,170.0,220.0,260.0,480.0,9,2010-12-01,Herbal Tea,Lemon,Decaf
California,Major Market,240.0,247.0,486.0,209.0,85.0,64.0,969.0,170.0,170.0,230.0,400.0,9,2011-04-01,Herbal Tea,Lemon,Decaf
California,Major Market,265.0,288.0,527.0,244.0,89.0,75.0,1213.0,190.0,200.0,260.0,460.0,9,2011-06-01,Herbal Tea,Lemon,Decaf
California,Major Market,91.0,126.0,213.0,87.0,35.0,24.0,756.0,80.0,50.0,90.0,140.0,11,2010-03-01,Tea,Darjeeling,Regular
California,Major Market,98.0,136.0,230.0,94.0,38.0,26.0,562.0,80.0,60.0,90.0,150.0,12,2010-06-01,Tea,Earl Grey,Regular
California,Major Market,165.0,261.0,521.0,260.0,96.0,72.0,1559.0,180.0,240.0,260.0,500.0,4,2010-05-01,Espresso,Caffe Latte,Regular
California,Major Market,220.0,239.0,509.0,239.0,91.0,66.0,1464.0,150.0,220.0,230.0,450.0,4,2011-04-01,Espresso,Caffe Latte,Regular
Missouri,Small Market,27.0,88.0,160.0,72.0,61.0,27.0,606.0,40.0,70.0,90.0,160.0,2,2010-08-01,Coffee,Columbian,Regular
Missouri,Small Market,33.0,60.0,109.0,50.0,33.0,15.0,1064.0,30.0,50.0,60.0,110.0,3,2011-08-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,56.0,81.0,160.0,69.0,43.0,21.0,1060.0,40.0,60.0,80.0,140.0,3,2011-11-01,Coffee,Decaf Irish Cream,Decaf
Missouri,Small Market,-4.0,42.0,76.0,34.0,46.0,12.0,197.0,0.0,20.0,40.0,60.0,13,2010-01-01,Tea,Green Tea,Regular
Missouri,Small Market,1.0,48.0,86.0,38.0,47.0,14.0,248.0,0.0,30.0,40.0,70.0,13,2010-08-01,Tea,Green Tea,Regular
Missouri,Small Market,0.0,46.0,81.0,36.0,43.0,13.0,252.0,0.0,30.0,40.0,70.0,13,2011-07-01,Tea,Green Tea,Regular
Missouri,Small Market,28.0,48.0,80.0,32.0,20.0,8.0,841.0,50.0,30.0,60.0,90.0,6,2010-08-01,Espresso,Decaf Espresso,Decaf
Missouri,Small Market,27.0,47.0,79.0,32.0,20.0,8.0,837.0,50.0,30.0,60.0,90.0,6,2010-09-01,Espresso,Decaf Espresso,Decaf
Missouri,Small Market,42.0,47.0,84.0,32.0,19.0,8.0,833.0,80.0,30.0,80.0,110.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf
Missouri,Small Market,-8.0,61.0,104.0,43.0,69.0,39.0,282.0,10.0,30.0,60.0,90.0,8,2010-05-01,Herbal Tea,Chamomile,Decaf
Missouri,Small Market,-5.0,69.0,118.0,49.0,74.0,44.0,335.0,0.0,40.0,60.0,100.0,8,2010-12-01,Herbal Tea,Chamomile,Decaf
Missouri,Small Market,-9.0,63.0,114.0,44.0,69.0,40.0,251.0,10.0,30.0,60.0,90.0,8,2011-03-01,Herbal Tea,Chamomile,Decaf
Missouri,Small Market,-9.0,63.0,114.0,44.0,69.0,40.0,261.0,10.0,30.0,60.0,90.0,8,2011-04-01,Herbal Tea,Chamomile,Decaf
Missouri,Small Market,-32.0,18.0,102.0,84.0,50.0,26.0,625.0,-20.0,70.0,10.0,80.0,9,2010-02-01,Herbal Tea,Lemon,Decaf
Missouri,Small Market,-12.0,49.0,169.0,120.0,61.0,37.0,1334.0,0.0,100.0,40.0,140.0,9,2010-07-01,Herbal Tea,Lemon,Decaf
Missouri,Small Market,-39.0,23.0,116.0,86.0,49.0,26.0,1698.0,10.0,60.0,20.0,80.0,9,2011-10-01,Herbal Tea,Lemon,Decaf
Missouri,Small Market,24.0,68.0,171.0,92.0,52.0,28.0,1898.0,20.0,80.0,60.0,140.0,9,2011-12-01,Herbal Tea,Lemon,Decaf
Missouri,Small Market,11.0,49.0,85.0,36.0,38.0,11.0,187.0,10.0,30.0,40.0,70.0,11,2010-03-01,Tea,Darjeeling,Regular
Missouri,Small Market,9.0,47.0,82.0,35.0,38.0,11.0,248.0,10.0,20.0,40.0,60.0,11,2010-11-01,Tea,Darjeeling,Regular
Missouri,Small Market,13.0,47.0,87.0,35.0,38.0,11.0,191.0,10.0,30.0,40.0,70.0,11,2011-02-01,Tea,Darjeeling,Regular
Missouri,Small Market,16.0,51.0,94.0,37.0,40.0,12.0,195.0,10.0,30.0,40.0,70.0,11,2011-04-01,Tea,Darjeeling,Regular
Missouri,Small Market,19.0,53.0,91.0,39.0,36.0,12.0,212.0,20.0,30.0,50.0,80.0,11,2011-05-01,Tea,Darjeeling,Regular
Missouri,Small Market,-3.0,42.0,75.0,33.0,45.0,12.0,162.0,0.0,20.0,40.0,60.0,12,2010-03-01,Tea,Earl Grey,Regular
Missouri,Small Market,-11.0,31.0,56.0,25.0,42.0,9.0,209.0,0.0,10.0,20.0,30.0,12,2010-10-01,Tea,Earl Grey,Regular
Missouri,Small Market,-13.0,36.0,69.0,29.0,45.0,11.0,169.0,-10.0,20.0,30.0,50.0,12,2011-04-01,Tea,Earl Grey,Regular
Missouri,Small Market,-6.0,42.0,75.0,34.0,43.0,12.0,182.0,0.0,20.0,40.0,60.0,12,2011-05-01,Tea,Earl Grey,Regular
Ohio,Major Market,26.0,62.0,107.0,46.0,40.0,15.0,415.0,40.0,40.0,70.0,110.0,1,2011-08-01,Coffee,Amaretto,Regular
Ohio,Major Market,29.0,64.0,107.0,43.0,35.0,13.0,424.0,40.0,40.0,70.0,110.0,2,2010-09-01,Coffee,Columbian,Regular
Ohio,Major Market,-6.0,65.0,112.0,47.0,71.0,42.0,521.0,10.0,40.0,70.0,110.0,3,2010-12-01,Coffee,Decaf Irish Cream,Decaf
Ohio,Major Market,83.0,149.0,298.0,149.0,66.0,41.0,1245.0,120.0,170.0,180.0,350.0,5,2010-06-01,Espresso,Caffe Mocha,Regular
Ohio,Major Market,13.0,67.0,121.0,54.0,54.0,20.0,337.0,30.0,60.0,80.0,140.0,6,2010-04-01,Espresso,Decaf Espresso,Decaf
Ohio,Major Market,12.0,64.0,115.0,51.0,52.0,19.0,396.0,30.0,50.0,80.0,130.0,6,2010-06-01,Espresso,Decaf Espresso,Decaf
Ohio,Major Market,16.0,69.0,124.0,55.0,53.0,20.0,410.0,40.0,70.0,80.0,150.0,6,2010-11-01,Espresso,Decaf Espresso,Decaf
Ohio,Major Market,19.0,67.0,129.0,54.0,54.0,20.0,337.0,30.0,60.0,80.0,140.0,6,2011-04-01,Espresso,Decaf Espresso,Decaf
Ohio,Major Market,9.0,57.0,109.0,45.0,51.0,17.0,409.0,30.0,50.0,70.0,120.0,6,2011-09-01,Espresso,Decaf Espresso,Decaf
Ohio,Major Market,18.0,66.0,128.0,54.0,54.0,20.0,404.0,70.0,70.0,100.0,170.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf
Ohio,Major Market,9.0,57.0,110.0,46.0,51.0,17.0,422.0,40.0,50.0,80.0,130.0,6,2011-12-01,Espresso,Decaf Espresso,Decaf
Ohio,Major Market,12.0,29.0,49.0,20.0,17.0,5.0,464.0,30.0,10.0,30.0,40.0,8,2010-05-01,Herbal Tea,Chamomile,Decaf
Ohio,Major Market,25.0,34.0,60.0,22.0,17.0,6.0,452.0,30.0,10.0,30.0,40.0,8,2011-02-01,Herbal Tea,Chamomile,Decaf
Ohio,Major Market,23.0,43.0,72.0,29.0,20.0,8.0,862.0,40.0,20.0,40.0,60.0,9,2010-09-01,Herbal Tea,Lemon,Decaf
Ohio,Major Market,45.0,52.0,94.0,36.0,22.0,10.0,862.0,40.0,30.0,50.0,80.0,9,2011-11-01,Herbal Tea,Lemon,Decaf
Ohio,Major Market,96.0,123.0,218.0,82.0,58.0,27.0,788.0,60.0,50.0,90.0,140.0,11,2011-10-01,Tea,Darjeeling,Regular
Ohio,Major Market,89.0,143.0,245.0,102.0,54.0,31.0,666.0,70.0,80.0,120.0,200.0,12,2010-11-01,Tea,Earl Grey,Regular
Ohio,Major Market,110.0,125.0,228.0,89.0,51.0,27.0,481.0,70.0,70.0,110.0,180.0,12,2011-03-01,Tea,Earl Grey,Regular
Ohio,Major Market,177.0,195.0,333.0,141.0,62.0,43.0,692.0,110.0,120.0,170.0,290.0,12,2011-07-01,Tea,Earl Grey,Regular
Ohio,Major Market,142.0,161.0,275.0,116.0,54.0,35.0,678.0,100.0,90.0,150.0,240.0,12,2011-08-01,Tea,Earl Grey,Regular
Ohio,Major Market,113.0,127.0,232.0,91.0,51.0,28.0,656.0,80.0,50.0,100.0,150.0,12,2011-10-01,Tea,Earl Grey,Regular
Washington,Small Market,66.0,114.0,193.0,79.0,48.0,25.0,425.0,110.0,90.0,150.0,240.0,2,2010-06-01,Coffee,Columbian,Regular
Washington,Small Market,75.0,125.0,211.0,86.0,50.0,27.0,463.0,120.0,100.0,160.0,260.0,2,2010-07-01,Coffee,Columbian,Regular
Washington,Small Market,50.0,93.0,156.0,63.0,43.0,20.0,446.0,70.0,70.0,110.0,180.0,2,2010-11-01,Coffee,Columbian,Regular
Washington,Small Market,105.0,125.0,209.0,86.0,46.0,27.0,454.0,120.0,100.0,160.0,260.0,2,2011-08-01,Coffee,Columbian,Regular
Washington,Small Market,83.0,99.0,178.0,68.0,43.0,21.0,445.0,80.0,80.0,120.0,200.0,2,2011-09-01,Coffee,Columbian,Regular
Washington,Small Market,17.0,134.0,230.0,96.0,117.0,87.0,683.0,100.0,140.0,190.0,330.0,3,2010-10-01,Coffee,Decaf Irish Cream,Decaf
Washington,Small Market,2.0,90.0,154.0,64.0,88.0,58.0,551.0,10.0,40.0,60.0,100.0,13,2010-05-01,Tea,Green Tea,Regular
Washington,Small Market,2.0,87.0,149.0,62.0,85.0,56.0,612.0,10.0,40.0,60.0,100.0,13,2010-09-01,Tea,Green Tea,Regular
Washington,Small Market,12.0,105.0,201.0,75.0,102.0,68.0,522.0,20.0,40.0,80.0,120.0,13,2011-01-01,Tea,Green Tea,Regular
Washington,Small Market,4.0,90.0,165.0,65.0,87.0,58.0,513.0,10.0,40.0,60.0,100.0,13,2011-02-01,Tea,Green Tea,Regular
Washington,Small Market,18.0,74.0,133.0,59.0,56.0,22.0,377.0,20.0,50.0,70.0,120.0,5,2010-06-01,Espresso,Caffe Mocha,Regular
Washington,Small Market,20.0,77.0,140.0,63.0,57.0,23.0,397.0,20.0,60.0,70.0,130.0,5,2010-08-01,Espresso,Caffe Mocha,Regular
Washington,Small Market,13.0,67.0,121.0,54.0,54.0,20.0,391.0,20.0,50.0,60.0,110.0,5,2010-11-01,Espresso,Caffe Mocha,Regular
Washington,Small Market,24.0,70.0,134.0,56.0,54.0,21.0,385.0,50.0,40.0,70.0,110.0,5,2011-10-01,Espresso,Caffe Mocha,Regular
Washington,Small Market,40.0,84.0,155.0,71.0,44.0,22.0,950.0,50.0,60.0,80.0,140.0,6,2010-03-01,Espresso,Decaf Espresso,Decaf
Washington,Small Market,61.0,81.0,168.0,69.0,44.0,21.0,965.0,60.0,60.0,80.0,140.0,6,2011-01-01,Espresso,Decaf Espresso,Decaf
Washington,Small Market,61.0,84.0,164.0,70.0,43.0,21.0,957.0,60.0,60.0,80.0,140.0,6,2011-02-01,Espresso,Decaf Espresso,Decaf
Washington,Small Market,68.0,96.0,175.0,81.0,44.0,25.0,1046.0,60.0,70.0,90.0,160.0,6,2011-06-01,Espresso,Decaf Espresso,Decaf
Washington,Small Market,98.0,123.0,224.0,103.0,48.0,31.0,1073.0,90.0,90.0,120.0,210.0,6,2011-08-01,Espresso,Decaf Espresso,Decaf
Washington,Small Market,67.0,89.0,175.0,75.0,44.0,23.0,1063.0,40.0,70.0,80.0,150.0,6,2011-11-01,Espresso,Decaf Espresso,Decaf
Washington,Small Market,75.0,135.0,225.0,90.0,60.0,29.0,1148.0,80.0,70.0,120.0,190.0,8,2010-07-01,Herbal Tea,Chamomile,Decaf
Washington,Small Market,104.0,135.0,223.0,90.0,56.0,29.0,1148.0,80.0,70.0,120.0,190.0,8,2011-07-01,Herbal Tea,Chamomile,Decaf
Washington,Small Market,47.0,71.0,119.0,48.0,24.0,13.0,829.0,60.0,30.0,60.0,90.0,9,2010-10-01,Herbal Tea,Lemon,Decaf
Washington,Small Market,46.0,71.0,120.0,49.0,25.0,13.0,845.0,50.0,40.0,70.0,110.0,9,2010-12-01,Herbal Tea,Lemon,Decaf
Washington,Small Market,51.0,59.0,98.0,40.0,20.0,11.0,843.0,50.0,30.0,50.0,80.0,9,2011-07-01,Herbal Tea,Lemon,Decaf
Washington,Small Market,70.0,71.0,127.0,48.0,24.0,13.0,834.0,50.0,40.0,60.0,100.0,9,2011-09-01,Herbal Tea,Lemon,Decaf
Washington,Small Market,68.0,71.0,128.0,49.0,25.0,13.0,845.0,50.0,40.0,70.0,110.0,9,2011-12-01,Herbal Tea,Lemon,Decaf
Washington,Small Market,54.0,94.0,151.0,57.0,40.0,17.0,349.0,40.0,30.0,70.0,100.0,11,2010-09-01,Tea,Darjeeling,Regular
Washington,Small Market,49.0,88.0,141.0,53.0,39.0,16.0,321.0,50.0,30.0,70.0,100.0,11,2010-11-01,Tea,Darjeeling,Regular
Washington,Small Market,92.0,105.0,178.0,62.0,43.0,19.0,346.0,40.0,40.0,70.0,110.0,11,2011-03-01,Tea,Darjeeling,Regular
Washington,Small Market,61.0,82.0,129.0,48.0,35.0,14.0,351.0,30.0,30.0,50.0,80.0,11,2011-05-01,Tea,Darjeeling,Regular
Washington,Small Market,58.0,79.0,125.0,47.0,34.0,14.0,366.0,30.0,30.0,50.0,80.0,11,2011-08-01,Tea,Darjeeling,Regular
Washington,Small Market,85.0,99.0,169.0,60.0,42.0,18.0,329.0,40.0,20.0,50.0,70.0,11,2011-10-01,Tea,Darjeeling,Regular
Washington,Small Market,61.0,81.0,146.0,56.0,40.0,17.0,382.0,40.0,30.0,60.0,90.0,12,2011-02-01,Tea,Earl Grey,Regular
Washington,Small Market,37.0,65.0,109.0,45.0,35.0,14.0,410.0,30.0,20.0,50.0,70.0,12,2011-05-01,Tea,Earl Grey,Regular
Washington,Small Market,35.0,62.0,110.0,48.0,27.0,15.0,623.0,40.0,40.0,60.0,100.0,4,2010-01-01,Espresso,Caffe Latte,Regular
Washington,Small Market,52.0,63.0,119.0,49.0,28.0,16.0,611.0,40.0,40.0,60.0,100.0,4,2011-03-01,Espresso,Caffe Latte,Regular
Washington,Small Market,47.0,58.0,110.0,45.0,26.0,14.0,605.0,30.0,40.0,50.0,90.0,4,2011-04-01,Espresso,Caffe Latte,Regular
Washington,Small Market,23.0,39.0,68.0,30.0,20.0,9.0,581.0,30.0,20.0,40.0,60.0,4,2011-08-01,Espresso,Caffe Latte,Regular
Washington,Small Market,16.0,30.0,55.0,22.0,19.0,7.0,570.0,20.0,20.0,30.0,50.0,4,2011-11-01,Espresso,Caffe Latte,Regular
Texas,Major Market,183.0,277.0,512.0,235.0,94.0,72.0,1060.0,270.0,290.0,350.0,640.0,2,2010-05-01,Coffee,Columbian,Regular
Texas,Major Market,206.0,307.0,567.0,260.0,101.0,80.0,1319.0,290.0,320.0,380.0,700.0,2,2010-07-01,Coffee,Columbian,Regular
Texas,Major Market,243.0,252.0,496.0,213.0,88.0,66.0,942.0,240.0,260.0,320.0,580.0,2,2011-02-01,Coffee,Columbian,Regular
Texas,Major Market,101.0,107.0,202.0,83.0,39.0,27.0,613.0,100.0,100.0,130.0,230.0,3,2011-02-01,Coffee,Decaf Irish Cream,Decaf
Texas,Major Market,94.0,107.0,188.0,83.0,36.0,27.0,574.0,100.0,100.0,130.0,230.0,3,2011-06-01,Coffee,Decaf Irish Cream,Decaf
Texas,Major Market,88.0,124.0,210.0,86.0,36.0,24.0,499.0,90.0,70.0,110.0,180.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf
Texas,Major Market,77.0,79.0,142.0,54.0,27.0,15.0,601.0,40.0,40.0,60.0,100.0,6,2011-12-01,Espresso,Decaf Espresso,Decaf
Texas,Major Market,19.0,62.0,108.0,46.0,43.0,15.0,415.0,30.0,40.0,60.0,100.0,8,2010-08-01,Herbal Tea,Chamomile,Decaf
Texas,Major Market,42.0,64.0,114.0,43.0,36.0,13.0,419.0,50.0,30.0,60.0,90.0,9,2011-10-01,Herbal Tea,Lemon,Decaf
Texas,Major Market,36.0,60.0,108.0,41.0,36.0,13.0,435.0,30.0,30.0,60.0,90.0,9,2011-12-01,Herbal Tea,Lemon,Decaf
Texas,Major Market,30.0,79.0,131.0,52.0,49.0,17.0,-587.0,40.0,40.0,70.0,110.0,4,2010-08-01,Espresso,Caffe Latte,Regular
Texas,Major Market,275.0,281.0,554.0,239.0,96.0,74.0,1246.0,340.0,350.0,420.0,770.0,2,2011-10-01,Coffee,Columbian,Regular
